序号,系统时间,时间标识,CAN通道,传输方向,ID号,帧类型,帧格式,长度,数据
77213,="16:34:58.307",0x11D67E3,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77214,="16:34:58.307",0x11D67E4,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77215,="16:34:58.307",0x11D67E5,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77216,="16:34:58.307",0x11D67E9,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 9D 0F 
77217,="16:34:58.307",0x11D67EA,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 58 19 
77218,="16:34:58.307",0x11D67EB,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 00 00 
77219,="16:34:58.307",0x11D67EC,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 00 00 
77220,="16:34:58.307",0x11D67EE,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77221,="16:34:58.307",0x11D67F5,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77222,="16:34:58.307",0x11D67F6,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77223,="16:34:58.307",0x11D67F7,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77224,="16:34:58.307",0x11D67F8,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 02 00 
77225,="16:34:58.307",0x11D67FA,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 04 00 
77226,="16:34:58.307",0x11D67FB,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 4A 19 
77227,="16:34:58.307",0x11D67FC,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 95 0F 
77228,="16:34:58.307",0x11D67FD,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77229,="16:34:58.307",0x11D67FE,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77230,="16:34:58.307",0x11D6800,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77231,="16:34:58.307",0x11D6801,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77232,="16:34:58.307",0x11D6802,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77233,="16:34:58.307",0x11D6803,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77234,="16:34:58.307",0x11D6804,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77235,="16:34:58.307",0x11D6806,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 06 00 
77236,="16:34:58.307",0x11D6807,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A5 0F 
77237,="16:34:58.307",0x11D6808,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 04 00 
77238,="16:34:58.307",0x11D6809,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 64 19 
77239,="16:34:58.307",0x11D6813,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77240,="16:34:58.307",0x11D6814,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77241,="16:34:58.307",0x11D6815,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77242,="16:34:58.307",0x11D6816,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 07 00 
77243,="16:34:58.307",0x11D6818,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A6 0F 
77244,="16:34:58.307",0x11D6819,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 65 19 
77245,="16:34:58.307",0x11D681A,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 0C 00 
77246,="16:34:58.307",0x11D681B,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77247,="16:34:58.307",0x11D681C,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77248,="16:34:58.307",0x11D681E,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77249,="16:34:58.307",0x11D681F,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77250,="16:34:58.307",0x11D6820,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77251,="16:34:58.307",0x11D6821,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77252,="16:34:58.307",0x11D6824,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 9F 0F 
77253,="16:34:58.307",0x11D6825,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 5B 19 
77254,="16:34:58.307",0x11D6826,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 0D 00 
77255,="16:34:58.307",0x11D6827,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 08 00 
77256,="16:34:58.307",0x11D6829,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77257,="16:34:58.307",0x11D6831,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77258,="16:34:58.307",0x11D6832,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77259,="16:34:58.307",0x11D6833,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77260,="16:34:58.307",0x11D6834,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77261,="16:34:58.307",0x11D6836,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 9E 0F 
77262,="16:34:58.307",0x11D6837,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 59 19 
77263,="16:34:58.307",0x11D6838,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 0D 00 
77264,="16:34:58.307",0x11D6839,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 08 00 
77265,="16:34:58.307",0x11D683A,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77266,="16:34:58.307",0x11D683C,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77267,="16:34:58.307",0x11D683D,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77268,="16:34:58.307",0x11D683E,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77269,="16:34:58.307",0x11D683F,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77270,="16:34:58.307",0x11D6843,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 9D 0F 
77271,="16:34:58.307",0x11D6844,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 0D 00 
77272,="16:34:58.307",0x11D6846,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 58 19 
77273,="16:34:58.307",0x11D6847,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 15 00 
77274,="16:34:58.307",0x11D6848,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77275,="16:34:58.307",0x11D684F,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77276,="16:34:58.307",0x11D6850,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77277,="16:34:58.307",0x11D6851,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77278,="16:34:58.307",0x11D6852,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 9C 0F 
77279,="16:34:58.307",0x11D6854,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 00 00 
77280,="16:34:58.307",0x11D6855,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 56 19 
77281,="16:34:58.307",0x11D6856,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 00 00 
77282,="16:34:58.307",0x11D6857,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77283,="16:34:58.307",0x11D6858,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77284,="16:34:58.307",0x11D685A,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77285,="16:34:58.307",0x11D685B,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77286,="16:34:58.307",0x11D685C,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77287,="16:34:58.307",0x11D685D,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77288,="16:34:58.307",0x11D6861,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A6 0F 
77289,="16:34:58.307",0x11D6862,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 00 00 
77290,="16:34:58.307",0x11D6863,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 66 19 
77291,="16:34:58.307",0x11D6864,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 00 00 
77292,="16:34:58.307",0x11D6865,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77293,="16:34:58.307",0x11D686D,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77294,="16:34:58.307",0x11D686E,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77295,="16:34:58.307",0x11D686F,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77296,="16:34:58.307",0x11D6870,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A2 0F 
77297,="16:34:58.307",0x11D6872,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 5E 19 
77298,="16:34:58.307",0x11D6873,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 0D 00 
77299,="16:34:58.307",0x11D6874,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 08 00 
77300,="16:34:58.307",0x11D6875,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77301,="16:34:58.307",0x11D6876,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77302,="16:34:58.307",0x11D6878,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77303,="16:34:58.307",0x11D6879,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77304,="16:34:58.307",0x11D687A,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77305,="16:34:58.307",0x11D687B,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77306,="16:34:58.307",0x11D687E,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A4 0F 
77307,="16:34:58.307",0x11D687F,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 63 19 
77308,="16:34:58.307",0x11D6881,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 0C 00 
77309,="16:34:58.307",0x11D6882,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 07 00 
77310,="16:34:58.307",0x11D6883,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77311,="16:34:58.307",0x11D688A,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77312,="16:34:58.307",0x11D688C,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77313,="16:34:58.307",0x11D688D,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77314,="16:34:58.307",0x11D688E,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 0A 00 
77315,="16:34:58.307",0x11D6890,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 11 00 
77316,="16:34:58.307",0x11D6891,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 5E 19 
77317,="16:34:58.307",0x11D6892,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A1 0F 
77318,="16:34:58.307",0x11D6893,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77319,="16:34:58.307",0x11D6894,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77320,="16:34:58.307",0x11D6896,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77321,="16:34:58.307",0x11D6897,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77322,="16:34:58.307",0x11D6897,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77323,="16:34:58.307",0x11D6899,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77324,="16:34:58.307",0x11D689A,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 00 00 
77325,="16:34:58.307",0x11D689B,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 00 00 
77326,="16:34:58.307",0x11D689C,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A7 0F 
77327,="16:34:58.307",0x11D689D,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 67 19 
77328,="16:34:58.307",0x11D689F,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77329,="16:34:58.307",0x11D68A8,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77330,="16:34:58.307",0x11D68AA,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77331,="16:34:58.307",0x11D68AB,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77332,="16:34:58.307",0x11D68AC,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 07 00 
77333,="16:34:58.307",0x11D68AD,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 9A 0F 
77334,="16:34:58.307",0x11D68AF,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 52 19 
77335,="16:34:58.307",0x11D68B0,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 0C 00 
77336,="16:34:58.307",0x11D68B1,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77337,="16:34:58.307",0x11D68B2,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77338,="16:34:58.307",0x11D68B4,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77339,="16:34:58.307",0x11D68B5,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77340,="16:34:58.307",0x11D68B5,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77341,="16:34:58.307",0x11D68B7,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77342,="16:34:58.307",0x11D68B9,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 95 0F 
77343,="16:34:58.307",0x11D68BA,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 4A 19 
77344,="16:34:58.307",0x11D68BB,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 08 00 
77345,="16:34:58.307",0x11D68BD,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 05 00 
77346,="16:34:58.307",0x11D68BE,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77347,="16:34:58.336",0x11D68C6,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77348,="16:34:58.336",0x11D68C8,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77349,="16:34:58.336",0x11D68C9,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77350,="16:34:58.336",0x11D68CA,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77351,="16:34:58.336",0x11D68CB,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 9C 0F 
77352,="16:34:58.336",0x11D68CD,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 56 19 
77353,="16:34:58.336",0x11D68CE,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 FC FF 
77354,="16:34:58.336",0x11D68CF,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 FE FF 
77355,="16:34:58.336",0x11D68D0,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77356,="16:34:58.336",0x11D68D1,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77357,="16:34:58.336",0x11D68D3,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77358,="16:34:58.336",0x11D68D4,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77359,="16:34:58.336",0x11D68D5,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77360,="16:34:58.336",0x11D68D9,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 9F 0F 
77361,="16:34:58.336",0x11D68DA,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 5B 19 
77362,="16:34:58.336",0x11D68DB,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 12 00 
77363,="16:34:58.336",0x11D68DD,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 0B 00 
77364,="16:34:58.336",0x11D68DE,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77365,="16:34:58.336",0x11D68E4,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77366,="16:34:58.336",0x11D68E6,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77367,="16:34:58.336",0x11D68E7,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77368,="16:34:58.336",0x11D68E8,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77369,="16:34:58.336",0x11D68E9,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 0D 00 
77370,="16:34:58.336",0x11D68EB,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 5E 19 
77371,="16:34:58.336",0x11D68EC,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A1 0F 
77372,="16:34:58.336",0x11D68ED,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 15 00 
77373,="16:34:58.336",0x11D68EE,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77374,="16:34:58.336",0x11D68EF,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77375,="16:34:58.336",0x11D68F1,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77376,="16:34:58.336",0x11D68F1,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77377,="16:34:58.336",0x11D68F3,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77378,="16:34:58.336",0x11D68F4,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77379,="16:34:58.336",0x11D68F6,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 10 00 
77380,="16:34:58.336",0x11D68F7,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 9C 0F 
77381,="16:34:58.336",0x11D68F8,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 0A 00 
77382,="16:34:58.336",0x11D68F9,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 55 19 
77383,="16:34:58.336",0x11D6902,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77384,="16:34:58.336",0x11D6904,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77385,="16:34:58.336",0x11D6905,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77386,="16:34:58.336",0x11D6906,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 9D 0F 
77387,="16:34:58.336",0x11D6907,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 58 19 
77388,="16:34:58.336",0x11D6909,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 0E 00 
77389,="16:34:58.336",0x11D690A,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 08 00 
77390,="16:34:58.336",0x11D690B,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77391,="16:34:58.336",0x11D690C,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77392,="16:34:58.336",0x11D690D,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77393,="16:34:58.336",0x11D690F,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77394,="16:34:58.336",0x11D6910,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77395,="16:34:58.336",0x11D6911,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77396,="16:34:58.336",0x11D6914,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A4 0F 
77397,="16:34:58.336",0x11D6915,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 62 19 
77398,="16:34:58.336",0x11D6916,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 11 00 
77399,="16:34:58.336",0x11D6917,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 0A 00 
77400,="16:34:58.336",0x11D6919,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77401,="16:34:58.336",0x11D6920,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77402,="16:34:58.336",0x11D6922,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77403,="16:34:58.336",0x11D6923,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77404,="16:34:58.336",0x11D6924,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 03 00 
77405,="16:34:58.336",0x11D6925,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A5 0F 
77406,="16:34:58.336",0x11D6926,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 64 19 
77407,="16:34:58.336",0x11D6928,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 04 00 
77408,="16:34:58.336",0x11D6929,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77409,="16:34:58.336",0x11D692A,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77410,="16:34:58.336",0x11D692B,ch1,接收,0x05FE,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77411,="16:34:58.336",0x11D692D,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77412,="16:34:58.336",0x11D692D,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77413,="16:34:58.336",0x11D692F,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 71 60 00 00 00 00 00 
77414,="16:34:58.336",0x11D6931,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A4 0F 
77415,="16:34:58.336",0x11D6933,ch1,接收,0x01FF,数据帧,标准帧,0x08,x| C0 FF FF FF 37 06 09 00 
77416,="16:34:58.336",0x11D6934,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 63 19 
77417,="16:34:58.336",0x11D6935,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 0E 00 
77418,="16:34:58.336",0x11D6936,ch1,接收,0x05FF,数据帧,标准帧,0x08,x| 60 40 60 00 00 00 00 00 
77419,="16:34:58.336",0x11D693E,ch1,接收,0x0080,数据帧,标准帧,0x01,x| 00 
77420,="16:34:58.336",0x11D6940,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 71 60 00 A0 0F 00 00 
77421,="16:34:58.336",0x11D6941,ch1,接收,0x067E,数据帧,标准帧,0x08,x| 22 40 60 00 0F 00 00 00 
77422,="16:34:58.336",0x11D6942,ch1,接收,0x067F,数据帧,标准帧,0x08,x| 22 71 60 00 06 00 00 00 
77423,="16:34:58.336",0x11D6943,ch1,接收,0x01FE,数据帧,标准帧,0x08,x| 3F 42 FE FF 37 02 A3 0F 
77424,="16:34:58.336",0x11D6944,ch1,接收,0x02FE,数据帧,标准帧,0x08,x| 00 00 00 00 37 02 61 19 
77425,="16:34:58.336",0x11D6946,ch1,接收,0x02FF,数据帧,标准帧,0x08,x| 00 00 00 00 37 06 00 00 
